,district,size,level,max_levels,price
597,Мирзо-Улугбекский,62.0,6,9,71000.0
598,Мирзо-Улугбекский,91.0,3,5,102000.0
599,Чиланзарский,72.0,4,4,86000.0
600,Мирзо-Улугбекский,95.0,5,5,100000.0
601,Мирзо-Улугбекский,43.0,4,4,57000.0
602,Мирзо-Улугбекский,100.0,4,4,96000.0
603,Чиланзарский,90.0,1,9,130000.0
604,Мирзо-Улугбекский,45.0,1,4,72000.0
605,Чиланзарский,58.0,5,9,87000.0
606,Мирзо-Улугбекский,60.0,8,9,76000.0
607,Учтепинский,71.0,2,4,90000.0
608,Яккасарайский,80.0,4,5,112000.0
609,Чиланзарский,64.0,3,4,75000.0
610,Мирзо-Улугбекский,43.0,1,4,61000.0
611,Юнусабадский,50.0,4,4,67000.0
612,Мирзо-Улугбекский,44.0,3,4,62000.0
613,Чиланзарский,78.0,2,9,126000.0
614,Мирзо-Улугбекский,55.0,5,5,70000.0
615,Яккасарайский,39.0,2,5,52000.0
616,Чиланзарский,70.0,3,4,92000.0
617,Мирзо-Улугбекский,50.0,5,5,70000.0
618,Яккасарайский,63.0,1,5,83000.0
619,Мирзо-Улугбекский,42.0,2,5,67000.0
620,Чиланзарский,58.0,6,9,56000.0
621,Юнусабадский,50.0,2,5,61000.0
622,Яшнободский,39.11,2,2,62000.0
623,Чиланзарский,96.0,3,9,112000.0
624,Мирабадский,75.0,2,6,160000.0
625,Чиланзарский,94.0,4,4,92000.0
626,Чиланзарский,50.0,3,4,88400.0
627,Чиланзарский,52.0,3,4,83000.0
628,Олмазорский,80.0,1,4,160000.0
629,Мирзо-Улугбекский,80.0,5,5,94000.0
630,Мирзо-Улугбекский,95.0,5,5,92000.0
631,Чиланзарский,65.0,3,4,94000.0
632,Чиланзарский,105.0,4,9,180000.0
633,Чиланзарский,157.0,7,9,280000.0
634,Мирзо-Улугбекский,90.0,2,5,88000.0
635,Учтепинский,100.0,1,4,150000.0
636,Чиланзарский,80.0,9,9,70000.0
637,Яккасарайский,112.0,4,5,293000.0
639,Чиланзарский,64.0,4,9,80000.0
640,Учтепинский,80.0,10,12,80000.0
641,Учтепинский,56.0,4,4,62000.0
642,Яккасарайский,93.22,5,8,196000.0
643,Учтепинский,100.0,7,9,108000.0
644,Мирзо-Улугбекский,47.0,4,4,59992.0
645,Мирзо-Улугбекский,60.0,3,5,62000.0
646,Шайхантахурский,47.0,7,9,54000.0
647,Учтепинский,98.0,1,9,170000.0
648,Юнусабадский,90.0,9,9,124000.0
649,Чиланзарский,33.0,1,4,53600.0
650,Чиланзарский,33.0,3,4,49400.0
651,Чиланзарский,42.0,1,4,75000.0
652,Учтепинский,40.0,4,5,56000.0
653,Шайхантахурский,41.0,4,6,47084.0
654,Мирзо-Улугбекский,59.0,3,5,86000.0
655,Учтепинский,42.0,4,5,57000.0
656,Учтепинский,70.0,3,5,118000.0
657,Мирзо-Улугбекский,60.0,6,9,68000.0
658,Юнусабадский,58.0,5,9,84000.0
659,Юнусабадский,62.0,1,4,84000.0
660,Юнусабадский,60.0,4,4,84000.0
661,Юнусабадский,60.0,5,9,84000.0
662,Юнусабадский,54.0,2,4,84000.0
663,Юнусабадский,50.0,2,4,86000.0
664,Юнусабадский,62.0,4,9,88000.0
665,Мирзо-Улугбекский,105.0,3,6,252000.0
666,Юнусабадский,62.0,7,9,88000.0
667,Мирзо-Улугбекский,86.0,5,6,206000.0
668,Юнусабадский,60.0,3,5,88000.0
669,Учтепинский,109.0,5,9,110000.0
670,Юнусабадский,78.0,4,4,110000.0
671,Учтепинский,90.0,5,9,170000.0
672,Мирзо-Улугбекский,75.0,8,9,112000.0
673,Юнусабадский,140.0,5,9,204000.0
674,Мирабадский,96.0,7,9,172000.0
675,Сергелийский,106.0,6,9,82000.0
676,Мирзо-Улугбекский,110.0,7,16,165000.0
677,Яккасарайский,30.0,2,4,42000.0
678,Шайхантахурский,70.0,1,4,112000.0
679,Сергелийский,80.0,2,5,90000.0
680,Мирзо-Улугбекский,50.0,1,4,60000.0
681,Мирзо-Улугбекский,80.0,5,5,78000.0
682,Учтепинский,80.0,3,5,105000.0
683,Мирзо-Улугбекский,90.0,2,9,102000.0
684,Чиланзарский,105.0,7,9,157000.0
685,Юнусабадский,100.0,3,5,170000.0
686,Мирабадский,100.0,9,9,140000.0
687,Шайхантахурский,94.0,5,5,130000.0
688,Учтепинский,72.0,5,12,80000.0
689,Яккасарайский,48.0,5,9,46000.0
690,Чиланзарский,73.0,4,9,150000.0
691,Шайхантахурский,75.0,10,12,100000.0
692,Мирабадский,96.0,7,9,192000.0
693,Мирзо-Улугбекский,59.0,4,5,77000.0
694,Олмазорский,33.0,3,4,67000.0
695,Мирабадский,60.0,2,9,120000.0
696,Мирзо-Улугбекский,70.0,3,6,170000.0
697,Юнусабадский,62.0,2,5,98000.0
699,Мирзо-Улугбекский,60.0,4,4,64000.0
700,Юнусабадский,83.0,3,5,100000.0
701,Юнусабадский,77.0,4,9,104000.0
702,Юнусабадский,68.0,6,9,112000.0
703,Мирзо-Улугбекский,60.0,3,5,61000.0
704,Мирзо-Улугбекский,66.0,3,5,112000.0
705,Юнусабадский,58.0,1,4,112000.0
706,Мирзо-Улугбекский,70.0,5,5,93000.0
707,Юнусабадский,58.0,1,5,116000.0
708,Мирзо-Улугбекский,62.0,5,5,70000.0
709,Юнусабадский,60.0,7,8,119000.0
710,Юнусабадский,74.0,3,4,126000.0
711,Юнусабадский,78.0,4,4,112000.0
712,Шайхантахурский,28.0,2,2,42000.0
713,Юнусабадский,44.0,2,5,119998.0
714,Яшнободский,93.0,4,7,93000.0
715,Учтепинский,70.0,4,5,110000.0
716,Мирабадский,112.0,11,12,171000.0
717,Учтепинский,70.0,4,4,63600.0
718,Олмазорский,70.0,5,5,69200.0
719,Мирабадский,100.0,8,9,320000.0
720,Сергелийский,100.0,1,9,152000.0
721,Олмазорский,56.0,4,4,65000.0
722,Учтепинский,60.0,4,4,59800.0
723,Юнусабадский,70.0,3,9,128000.0
724,Мирабадский,112.0,4,5,160000.0
725,Мирзо-Улугбекский,100.0,5,9,160000.0
727,Яшнободский,58.0,2,4,74000.0
728,Чиланзарский,52.0,4,4,64000.0
729,Яшнободский,62.0,9,9,68000.0
730,Мирзо-Улугбекский,16.0,1,4,36000.0
731,Яшнободский,67.0,4,4,78000.0
733,Олмазорский,92.0,3,5,126000.0
734,Яшнободский,67.0,4,4,78000.0
735,Яшнободский,67.0,4,4,78000.0
736,Мирзо-Улугбекский,16.0,1,4,36000.0
737,Яккасарайский,45.0,3,4,80000.0
738,Яшнободский,30.0,7,9,41800.0
740,Яккасарайский,60.0,4,9,100000.0
741,Яккасарайский,142.0,1,9,270000.0
742,Мирабадский,85.0,3,9,172000.0
743,Мирзо-Улугбекский,65.0,1,4,134000.0
744,Учтепинский,80.0,1,5,110000.0
745,Мирзо-Улугбекский,50.0,2,5,70000.0
746,Олмазорский,55.0,2,5,82000.0
747,Шайхантахурский,70.0,2,9,104000.0
748,Юнусабадский,104.0,6,9,148000.0
749,Мирзо-Улугбекский,70.0,7,9,110000.0
750,Яккасарайский,44.0,2,9,54000.0
751,Мирзо-Улугбекский,30.0,1,2,39000.0
752,Олмазорский,150.0,5,6,190000.0
753,Мирзо-Улугбекский,60.0,4,4,63984.0
754,Мирзо-Улугбекский,70.0,5,5,91000.0
755,Мирзо-Улугбекский,50.0,3,4,64000.0
756,Мирзо-Улугбекский,64.0,5,5,70000.0
757,Мирзо-Улугбекский,70.0,4,4,82000.0
758,Мирзо-Улугбекский,85.0,4,4,166000.0
759,Мирзо-Улугбекский,75.0,2,9,91000.0
760,Мирзо-Улугбекский,70.0,6,9,112000.0
761,Олмазорский,83.0,5,5,76000.0
762,Чиланзарский,30.0,2,4,51000.0
763,Учтепинский,57.95,11,12,58000.0
764,Яккасарайский,50.0,2,4,94000.0
765,Мирзо-Улугбекский,75.0,3,4,134000.0
766,Мирзо-Улугбекский,70.0,5,9,130000.0
767,Мирзо-Улугбекский,45.0,2,4,62000.0
768,Чиланзарский,56.0,2,4,66000.0
769,Юнусабадский,95.0,3,9,124000.0
770,Мирзо-Улугбекский,70.0,2,4,146000.0
771,Яккасарайский,45.0,1,4,100000.0
772,Мирзо-Улугбекский,75.0,4,9,198000.0
773,Мирзо-Улугбекский,65.0,4,4,66000.0
774,Яккасарайский,105.0,9,9,105800.0
775,Шайхантахурский,72.0,8,9,110000.0
776,Юнусабадский,71.0,1,5,130000.0
777,Мирзо-Улугбекский,75.0,2,4,136000.0
778,Учтепинский,80.0,1,5,120000.0
779,Учтепинский,79.0,5,5,84000.0
780,Чиланзарский,48.0,2,5,71000.0
781,Чиланзарский,60.0,3,5,79600.0
782,Чиланзарский,60.0,5,9,77000.0
783,Чиланзарский,60.0,3,5,78000.0
784,Олмазорский,55.0,2,4,69000.0
785,Олмазорский,40.0,6,9,56000.0
786,Юнусабадский,42.0,2,4,88000.0
787,Яккасарайский,5.0,1,4,100000.0
788,Мирзо-Улугбекский,50.0,1,4,60000.0
789,Яккасарайский,110.0,9,9,156000.0
790,Яккасарайский,72.0,8,9,103000.0
791,Яккасарайский,47.0,7,9,68000.0
792,Мирзо-Улугбекский,72.0,9,9,87000.0
793,Чиланзарский,30.0,2,4,48000.0
794,Яккасарайский,118.0,3,12,216834.0
795,Юнусабадский,100.0,2,9,170000.0
796,Учтепинский,35.0,3,4,53600.0
797,Мирабадский,75.0,8,9,150000.0
798,Чиланзарский,65.0,4,4,77000.0
799,Чиланзарский,50.0,2,4,63000.0
800,Чиланзарский,58.0,4,4,73000.0
801,Чиланзарский,50.0,3,4,71000.0
802,Чиланзарский,60.0,5,9,75000.0
803,Чиланзарский,36.0,2,4,53000.0
804,Чиланзарский,42.0,1,5,57000.0
805,Чиланзарский,42.0,4,4,53000.0
806,Шайхантахурский,96.0,2,9,144000.0
807,Юнусабадский,82.0,1,4,160000.0
808,Олмазорский,43.0,2,4,50000.0
809,Олмазорский,56.0,4,5,59200.0
810,Олмазорский,64.0,5,9,64000.0
811,Мирабадский,65.0,7,9,96000.0
812,Олмазорский,84.0,5,5,94000.0
813,Яккасарайский,140.0,2,12,257262.0
814,Юнусабадский,45.0,4,9,55000.0
815,Чиланзарский,48.0,1,4,73000.0
816,Мирзо-Улугбекский,53.06,3,7,106000.0
817,Учтепинский,50.0,2,5,68000.0
818,Яшнободский,63.0,5,5,90000.0
819,Мирзо-Улугбекский,110.0,2,4,170000.0
820,Юнусабадский,67.0,4,4,80000.0
821,Олмазорский,91.0,5,5,110000.0
822,Учтепинский,53.0,5,5,64000.0
823,Чиланзарский,34.0,1,4,54000.0
824,Чиланзарский,68.0,4,4,113000.0
825,Учтепинский,46.0,3,4,53600.0
826,Чиланзарский,68.0,3,5,106000.0
827,Яшнободский,62.5,1,4,93000.0
828,Мирзо-Улугбекский,30.0,1,2,37000.0
829,Мирзо-Улугбекский,43.0,1,4,59600.0
830,Учтепинский,63.0,2,5,84000.0
831,Яккасарайский,92.5,2,9,140000.0
832,Чиланзарский,51.0,3,4,69000.0
833,Чиланзарский,65.0,4,4,93000.0
834,Мирабадский,110.0,7,9,254000.0
835,Сергелийский,84.0,3,9,67000.0
836,Учтепинский,68.0,4,5,84000.0
837,Чиланзарский,45.0,4,4,69000.0
838,Яккасарайский,120.0,1,5,270000.0
839,Сергелийский,82.0,3,7,110000.0
840,Учтепинский,96.0,2,4,148000.0
841,Шайхантахурский,41.0,5,9,63000.0
842,Мирзо-Улугбекский,203.0,8,9,197958.0
843,Яккасарайский,64.0,4,12,117606.0
844,Учтепинский,80.0,5,6,113000.0
845,Чиланзарский,46.0,3,4,67000.0
846,Юнусабадский,82.0,1,9,130000.0
847,Мирзо-Улугбекский,113.6,2,5,230000.0
848,Шайхантахурский,75.0,7,9,114000.0
849,Юнусабадский,42.0,3,4,94000.0
850,Шайхантахурский,60.0,3,4,106000.0
851,Олмазорский,61.0,4,5,78000.0
852,Юнусабадский,60.0,3,4,146000.0
853,Шайхантахурский,75.0,1,9,156000.0
854,Мирабадский,70.0,2,4,130000.0
855,Шайхантахурский,96.0,9,12,124000.0
856,Юнусабадский,90.0,7,9,106000.0
857,Мирзо-Улугбекский,55.0,4,4,63000.0
858,Чиланзарский,58.0,4,5,60000.0
859,Чиланзарский,62.0,2,4,81000.0
860,Чиланзарский,47.0,4,5,74000.0
861,Чиланзарский,45.0,1,4,67000.0
862,Чиланзарский,28.0,4,5,47998.0
863,Шайхантахурский,65.0,3,4,108000.0
864,Мирзо-Улугбекский,70.0,4,4,104000.0
865,Чиланзарский,56.0,4,4,70000.0
866,Учтепинский,75.0,1,4,104000.0
867,Яшнободский,110.0,5,5,190000.0
868,Яккасарайский,85.0,2,4,220000.0
869,Мирзо-Улугбекский,246.0,8,9,239982.0
870,Мирабадский,110.0,2,8,338000.0
871,Учтепинский,96.0,1,4,150000.0
872,Мирзо-Улугбекский,50.0,1,4,62000.0
873,Шайхантахурский,70.0,1,9,100000.0
874,Мирзо-Улугбекский,60.0,4,4,88000.0
875,Мирзо-Улугбекский,87.05,5,11,124676.0
876,Мирзо-Улугбекский,121.0,5,9,150950.0
877,Юнусабадский,99.0,1,9,230000.0
878,Яшнободский,40.0,8,9,41000.0
879,Чиланзарский,50.0,4,4,74000.0
880,Чиланзарский,50.0,4,4,62000.0
881,Яккасарайский,80.0,4,5,112000.0
882,Мирабадский,68.0,5,5,89000.0
883,Юнусабадский,83.0,4,4,150000.0
884,Учтепинский,80.0,9,12,84000.0
885,Учтепинский,100.0,9,9,100000.0
886,Учтепинский,90.0,1,9,150000.0
887,Чиланзарский,92.0,4,4,122000.0
888,Чиланзарский,72.0,7,9,89000.0
889,Чиланзарский,110.0,4,9,142000.0
890,Учтепинский,82.0,4,5,100000.0
891,Учтепинский,84.0,5,5,95000.0
892,Чиланзарский,125.0,4,4,156000.0
893,Чиланзарский,80.0,1,9,180000.0
894,Чиланзарский,80.0,6,9,126000.0
895,Чиланзарский,72.0,4,4,90000.0
896,Учтепинский,70.0,7,9,94000.0
897,Учтепинский,72.0,1,9,91000.0
898,Учтепинский,70.0,1,12,80000.0
899,Чиланзарский,70.0,1,4,96000.0
900,Чиланзарский,77.0,5,9,95000.0
901,Учтепинский,65.0,3,4,90000.0
902,Чиланзарский,75.0,2,9,95000.0
903,Учтепинский,70.0,2,5,104000.0
904,Учтепинский,65.0,3,4,98000.0
905,Учтепинский,65.0,4,4,102000.0
906,Чиланзарский,75.0,9,9,127000.0
907,Чиланзарский,60.0,4,4,90000.0
908,Чиланзарский,72.0,7,9,140000.0
909,Учтепинский,50.0,4,4,75000.0
910,Учтепинский,45.0,5,5,68000.0
911,Мирзо-Улугбекский,87.65,7,11,121350.0
912,Мирзо-Улугбекский,60.0,7,9,79994.0
913,Чиланзарский,30.0,4,4,45000.0
914,Чиланзарский,46.0,2,4,104000.0
915,Чиланзарский,70.0,9,9,72000.0
916,Чиланзарский,58.0,8,9,70000.0
917,Яккасарайский,48.0,1,4,77000.0
918,Шайхантахурский,80.0,5,9,136000.0
919,Яшнободский,110.0,7,9,137228.0
920,Мирзо-Улугбекский,129.14,5,11,184958.0
921,Яккасарайский,44.0,2,9,54000.0
922,Яккасарайский,50.0,3,5,92000.0
923,Яккасарайский,116.0,3,9,174000.0
924,Юнусабадский,46.0,3,4,74000.0
926,Чиланзарский,35.0,1,5,54000.0
927,Чиланзарский,50.0,1,5,69000.0
928,Чиланзарский,36.0,1,4,53000.0
929,Чиланзарский,56.0,2,5,76000.0
930,Чиланзарский,60.0,2,5,84000.0
931,Чиланзарский,60.0,2,9,85000.0
932,Чиланзарский,36.0,4,4,49000.0
933,Учтепинский,54.0,2,4,74000.0
934,Чиланзарский,56.0,3,5,72000.0
935,Чиланзарский,42.0,2,5,59000.0
936,Чиланзарский,60.0,3,4,67000.0
937,Чиланзарский,36.0,2,5,55000.0
938,Чиланзарский,44.0,4,4,72000.0
939,Чиланзарский,65.0,1,4,108000.0
940,Чиланзарский,65.0,2,5,104000.0
941,Чиланзарский,46.0,3,4,70000.0
942,Чиланзарский,105.0,2,9,270000.0
943,Чиланзарский,54.0,2,4,80000.0
944,Чиланзарский,42.0,2,4,78000.0
945,Мирзо-Улугбекский,108.27,5,11,155068.0
946,Чиланзарский,68.0,4,4,79000.0
947,Учтепинский,77.0,4,5,87000.0
948,Юнусабадский,78.0,4,5,92000.0
949,Юнусабадский,65.0,7,9,96000.0
